method,question_index,query_latency_seconds,phase
semantic_rag,0,11.54078570799902,
semantic_rag,1,13.703691792004975,
semantic_rag,2,16.499715292011388,
semantic_rag,3,9.100075541995466,
semantic_rag,4,10.048233667010209,
semantic_rag,5,16.961943291011266,
semantic_rag,6,12.349598624976352,
semantic_rag,7,11.436455791990738,
semantic_rag,8,8.73186749999877,
semantic_rag,-1,0.1475972080079373,index
rerank_semantic,0,13.510975374985719,
rerank_semantic,1,11.177261790988268,
rerank_semantic,2,10.461462792009115,
rerank_semantic,3,10.816453542007366,
rerank_semantic,4,12.487930916977348,
rerank_semantic,5,10.096250916016288,
rerank_semantic,6,11.655245083995396,
rerank_semantic,7,9.980792582995491,
rerank_semantic,8,10.261827542009996,
rerank_semantic,-1,0.0460670409956947,index
hybrid_rag,0,24.07736075000139,
hybrid_rag,1,18.443693957990035,
hybrid_rag,2,20.527019667002605,
hybrid_rag,3,17.75209508399712,
hybrid_rag,4,20.889227500010747,
hybrid_rag,5,21.840370791993337,
hybrid_rag,6,20.975925709004514,
hybrid_rag,7,23.103523958998267,
hybrid_rag,8,26.007244875014294,
hybrid_rag,-1,0.047108667000429705,index
frontier_rag,0,14.159019457991235,
frontier_rag,1,12.319275082991226,
frontier_rag,2,11.96214654200594,
frontier_rag,3,11.587687916005962,
frontier_rag,4,23.16705862499657,
frontier_rag,5,13.051497290987754,
frontier_rag,6,16.042826999997487,
frontier_rag,7,28.653868334018625,
frontier_rag,8,13.109998708008789,
frontier_rag,-1,0.1242908330168575,index
