method,question_index,query_latency_seconds,phase
semantic_rag,0,3.428586957976222,
semantic_rag,1,4.803148874954786,
semantic_rag,2,1.5609622499905527,
semantic_rag,3,1.8113724169670604,
semantic_rag,4,1.3777895829989575,
semantic_rag,5,2.995904250012245,
semantic_rag,6,4.594364291988313,
semantic_rag,7,3.1647768749971874,
semantic_rag,8,3.7602114580222405,
semantic_rag,9,9.433818709047046,
semantic_rag,10,2.4704756250139326,
semantic_rag,11,1.5885551670216955,
semantic_rag,12,0.9274141250061803,
semantic_rag,13,1.1739447089494206,
semantic_rag,14,1.497345000039786,
semantic_rag,15,1.2354928340064362,
semantic_rag,16,0.8410630840226077,
semantic_rag,17,0.942205749975983,
semantic_rag,18,0.8749530839850195,
semantic_rag,19,1.0045873339986429,
semantic_rag,-1,3.535680291999597,index
rerank_semantic,0,6.868918665975798,
rerank_semantic,1,4.552104916016106,
rerank_semantic,2,3.1007566670305096,
rerank_semantic,3,1.1261077080271207,
rerank_semantic,4,4.185196625010576,
rerank_semantic,5,4.0243909590062685,
rerank_semantic,6,6.0577831660048105,
rerank_semantic,7,6.218787332996726,
rerank_semantic,8,16.137674333003815,
rerank_semantic,9,15.864841375034302,
rerank_semantic,10,6.947886082984041,
rerank_semantic,11,3.535156125028152,
rerank_semantic,12,3.8694872919586487,
rerank_semantic,13,6.06176129198866,
rerank_semantic,14,2.798929624957964,
rerank_semantic,15,8.031896208005492,
rerank_semantic,16,3.8537297089933418,
rerank_semantic,17,3.0033609170350246,
rerank_semantic,18,5.8161947499611415,
rerank_semantic,19,2.884034625021741,
rerank_semantic,-1,3.1692507920088246,index
